,DAILY REPORT OF HYDRO RESERVOIRS FOR,01-Oct-2009,1
,FULL,PRESENT,RESERVIOR,MIN. DRAW,ANNUAL,ENERGY ENERGY,EFF.,EFF. CAP,CUMMULATIVE
,RESERVOIR,RESERVOIR,LEVEL ON,DOWN,DESIGN,CONTENT CONTENT,CAP.,AT,ENERGY
,RESERVOIR,STATE,LEVEL,LEVEL,THE SAME,LEVEL,POTEN-,AT,AT,AT,PRESENT,GEN. FROM
,DAY LAST,TIAL,F.R.L. PRESENT,F.R.L.,LEVEL,1ST. OF
,YEAR,LEVEL,THE MONTH

,M,FT,M,FT,M,FT,M,FT,MU,MU,MU,MCM,MAFT,MCM,MAFT

,YEAR,LEVEL,THE MONTH

,M,FT,M,FT,M,FT,M,FT,MU,MU,MU,MCM,MAFT,MCM,MAFT

BHAKRA,PUNJAB,513.59,1685.01,499.70,1639.42,511.95,1679.63,445.62,1462.01,5282.00,1728.80,1097.19,6516.07,5.28,4385.16,3.56,2549.19


PONG,PUNJAB,426.72,1400.00,407.82,1337.99,423.5,1389.44,384.05,1260.01,1123.00,1084.00,374.72,6946.00,5.63,2766.66,2.24,517.56


RANJIT SAGAR,PUNJAB,527.91,1731.99,497.93,1633.63,514.87,1689.21,487.91,1600.75,1507.00,390.30,81.20,7199.17,5.84,385.61,0.31,803.71


R.P. SAGAR,RAJASTHAN,352.81,1157.51,348.41,1143.09,352.67,1157.05,343.81,1127.99,459.00,175.66,78.24,1568.98,1.27,773.01,0.63,3.96


RIHAND,UTTAR PRADESH,268.22,879.99,259.17,850.30,262.19,860.20,252.98,829.99,920.00,860.50,260.38,5845.50,4.74,1961.49,1.59,218.43


RAM GANGA,UTTARAKHAND,366.00,1200.79,337.70,1107.94,355.73,1167.09,323.00,1059.71,164.00,480.80,78.85,2109.25,1.71,482.44,0.39,96.10


TEHRI,UTTARAKHAND,829.79,2722.41,819.95,2690.12,818.9,2686.68,740.04,2427.95,309.00,1291.49,1060.67,2615.00,2.12,2223.24,1.80,877.86


SARDAR SAROVAR,GUJARAT,138.68,454.99,120.92,396.72,120.88,396.59,110.84,363.65,5469.00,1817.55,367.45,5760.00,4.67,1384.75,1.12,1087.75


UKAI,GUJARAT,105.16,345.01,98.78,324.09,102.04,334.78,82.30,270.01,1080.00,813.08,429.28,6619.15,5.37,3964.62,3.21,170.31


GANDHI SAGAR,MADHYA PRADESH,399.90,1312.01,388.12,1273.37,387.21,1270.37,381.00,1250.00,420.48,725.00,133.96,6911.19,5.60,1516.01,1.23,39.89


INDIRA SAGAR,MADHYA PRADESH,262.14,860.04,259.15,850.23,256.33,840.98,243.24,798.03,2628.00,1316.12,951.04,9706.00,7.87,7076.56,5.74,920.90


BHIRA,MAHARASHTRA,606.03,1988.29,604.71,1983.96,606.03,1988.29,590.09,1935.99,790.00,618.80,555.48,522.76,0.42,469.27,0.38,185.73


KOYNA,MAHARASHTRA,657.91,2158.50,657.79,2158.09,657.76,2158.01,609.60,2000.00,3130.00,3126.10,3108.80,2677.14,2.17,2667.18,2.16,1956.60


